OBJECTID,feature_id,site_no,site_name,da_sqkm,lat_reachCent,lon_reachCent
1505,20452002,09503300,"GRANITE CREEK BELOW WATSON LAKE NEAR PRESCOTT, AZ",47.2000008,34.6136093,-112.4172211
1506,20452548,09504000,"VERDE RIVER NEAR CLARKDALE, AZ",3503.0000000,34.8522415,-112.0659943
1507,20452528,09503700,"VERDE RIVER NEAR PAULDEN, AZ",2507.0000000,34.8950195,-112.3429489
1508,20454544,09505200,"WET BEAVER CREEK NEAR RIMROCK, AZ",111.0000000,34.6747437,-111.6720963
1509,20454522,09505350,"DRY BEAVER CREEK NEAR RIMROCK, AZ",142.0000000,34.7286301,-111.7757111
1510,20454478,09504500,"OAK CREEK NEAR CORNVILLE, AZ",355.0000000,34.7644653,-111.8909912
1511,20453378,09504420,"OAK CREEK NEAR SEDONA, AZ",233.0000000,34.8616829,-111.7618256
1512,21746325,09399400,"JACKS CANYON CREEK NEAR WINSLOW, AZ",295.0000000,34.9214096,-110.7976379
1513,21745087,09400350,"LITTLE COLORADO RIVER NEAR WINSLOW, AZ",16192.0000000,35.0116882,-110.6512451
1514,21739202,09397500,"CHEVELON FORK BELOW WILDCAT CANYON, NR WINSLOW, AZ",271.0000000,34.6364212,-110.7142944
1515,21747017,09397000,"LITTLE COLORADO RIVER AT HOLBROOK, AZ",11462.0000000,34.8978043,-110.1631775
1516,21747127,09397300,"LITTLE COLORADO RIVER NEAR JOSEPH CITY, AZ",12384.0000000,34.9011383,-110.2554016
1517,21759362,09394500,"LITTLE COLORADO RIVER AT WOODRUFF, AZ",8072.0000000,34.7828064,-110.0442810
1518,21760862,09386300,"LITTLE COLORADO RVR BLW ZION RES. NR ST JOHNS, AZ",1171.0000000,34.6047554,-109.4892731
1519,21760376,09386030,"LITTLE COLORADO RVR ABV ZION RES. NR ST. JOHNS, AZ",1007.0000000,34.5836449,-109.4070435
1520,20557681,09396100,"PUERCO RIVER NEAR CHAMBERS, AZ",2156.0000000,35.1822472,-109.4470520
1521,20573275,09386950,"ZUNI RIVER ABV BLACK ROCK RESERVOIR, NM",848.0000000,35.1002769,-108.7516632
1522,20572245,09386900,"RIO NUTRIA NEAR RAMAH, NM",71.4000015,35.2825546,-108.5529785
1523,17773345,08343500,"RIO SAN JOSE AT ACOMA PUEBLO, NM",2300.0000000,35.0744095,-107.7511139
1524,17795246,08334000,"RIO PUERCO ABV ARROYO CHICO NR GUADALUPE, NM",420.0000000,35.6008873,-107.1666107
1525,17789879,08340500,"ARROYO CHICO NR GUADALUPE, NM",1390.0000000,35.5922508,-107.1894455
1526,17836174,08319000,"RIO GRANDE AT SAN FELIPE, NM",16100.0000000,35.4445839,-106.4398346
1527,17828666,08328950,"JEMEZ RIVER OUTLET BELOW JEMEZ CANYON DAM, NM",1034.0000000,35.3947601,-106.5453033
1528,17806546,08330600,"TIJERAS ARROYO NR ALBUQUERQUE, NM",128.0000000,35.0019455,-106.6575012
1529,17806166,08329900,"NORTH FLOODWAY CHANNEL NEAR ALAMEDA, NM",87.9000015,35.1980553,-106.5997238
1530,17806852,08329928,"RIO GRANDE NR ALAMEDA, NM",17210.0000000,35.1819992,-106.6519470
1531,17808622,08330875,"RIO GRANDE AT ISLETA LAKES NR ISLETA, NM",17666.0000000,34.9466667,-106.6802750
1532,943020262,08331160,"RIO GRANDE NEAR BOSQUE FARMS, NM",17718.0000000,34.8705559,-106.7200012
1533,17819068,08330000,"RIO GRANDE AT ALBUQUERQUE, NM",17440.0000000,35.0891685,-106.6806946
1534,17835524,08317950,"GALISTEO CREEK BELOW GALISTEO DAM, NM",596.0000000,35.4646530,-106.2133865
1535,17834098,08317200,"SANTA FE RIVER ABOVE COCHITI LAKE, NM",231.0000000,35.5472221,-106.2288895
1536,17834678,08317400,"RIO GRANDE BELOW COCHITI DAM, NM",14900.0000000,35.6180000,-106.3239441
1537,20815744,08382000,"GALLINAS RIVER NEAR LOURDES, NM",313.0000000,35.4689026,-105.1614380
1538,20816582,08379500,"PECOS RIVER NEAR ANTON CHICO, NM",1050.0000000,35.1786690,-105.1088028
1539,20818412,08383500,"PECOS RIVER NEAR PUERTO DE LUNA, NM",3970.0000000,34.7300835,-104.5249100
1540,20817606,08382830,"PECOS RIVER BELOW SANTA ROSA DAM, NM",2430.0000000,35.0241661,-104.6888885
1541,20817728,08382650,"PECOS RIVER ABOVE SANTA ROSA LAKE, NM",2340.0000000,35.0594444,-104.7611084
1542,20817526,08382600,"PECOS R ABV CANON DEL UTA NR COLONIAS, NM",2330.0000000,35.0913887,-104.8005524
1543,20817726,08382500,"GALLINAS R NR COLONIAS, NM",610.0000000,35.1819611,-104.9002686
1544,20800875,08384500,"PECOS RIVER BELOW SUMNER DAM, NM",4390.0000000,34.6040573,-104.3879166
1545,20031587,07227000,"CANADIAN RIVER AT LOGAN, NM",11141.0000000,35.3499985,-103.3997192
1546,20026105,07226500,"UTE CREEK NEAR LOGAN, NM",2060.0000000,35.4385262,-103.5257950
1547,20017399,07227100,"REVUELTO CREEK NEAR LOGAN, NM",786.0000000,35.3443871,-103.3896027
1548,13914213,07295500,"Tierra Blanca Ck abv Buffalo Lk nr Umbarger, TX",1660.0000000,34.8486710,-102.1760330
1549,19984864,07227500,"Canadian Rv nr Amarillo, TX",19445.0000000,35.4703255,-101.8796310
1550,13925051,07297910,"Pr Dog Twn Fk Red Rv nr Wayside, TX",3754.0000000,34.8375549,-101.4140549
1551,13928769,07298500,"Pr Dog Twn Fk Red Rv nr Brice, TX",6082.0000000,34.6278343,-100.9406967
1552,13546725,07299890,"Lelia Lk Ck bl Bell Ck nr Hedley, TX",74.0000000,34.9356079,-100.6965256
1553,13956737,07299540,"Pr Dog Twn Fk Red Rv nr Childress, TX",7725.0000000,34.5692291,-100.1940002
1554,13531193,07300000,"Salt Fk Red Rv nr Wellington, TX",1222.0000000,34.9575539,-100.2209473
1555,13754363,07301410,"Sweetwater Ck nr Kelton, TX",297.0000000,35.4731026,-100.1209488
1556,13754389,07301300,"N Fk Red Rv nr Shamrock, TX",1368.5999756,35.2642174,-100.2417831
1557,13754931,07301420,"Sweetwater Creek near Sweetwater, OK",437.0000000,35.4222717,-99.9692764
1558,13746044,07303400,"Elm Fork of North Fork Red River nr Carl, OK",438.0000000,35.0117188,-99.9037170
1559,13533405,07300500,"Salt Fork Red River at Mangum, OK",1454.0000000,34.8583946,-99.5086975
1560,13756121,07301500,"North Fork Red River near Carter, OK",2652.0000000,35.1681099,-99.5073166
1561,559997,07303000,"North Fork Red River blw Altus Dam nr Lugert, OK",2832.0000000,34.8895035,-99.3070297
1562,678895,07324400,"Washita River near Foss, OK",1526.0000000,35.5389366,-99.1698151
1563,560595,07305000,"North Fork Red River near Headrick, OK",4560.0000000,34.6381264,-99.1036911
1564,679877,07325000,"Washita River near Clinton, OK",1961.0000000,35.5308838,-98.9670334
1565,673192,07309435,"Jimmy Creek nr Meers, OK",3.1900001,34.7969437,-98.5841675
1566,683399,07325800,"Cobb Creek near Eakly, OK",132.0000000,35.2906113,-98.5942307
1567,6024782,07228500,"Canadian River at Bridgeport, OK",24698.0000000,35.5436630,-98.3178406
1568,683473,07326500,"Washita River at Anadarko, OK",3640.0000000,35.0842285,-98.2433853
1569,682561,07326000,"Cobb Creek near Fort Cobb, OK",311.0000000,35.1436691,-98.4428329
1570,683417,07325860,"Willow Creek near Albert, OK",28.2000008,35.2333908,-98.4661713
1571,682419,07325850,"Lake Creek near Eakly, OK",52.5000000,35.2908897,-98.5292282
1572,682279,07325840,"Lake Creek near Sickles, OK",19.1000004,35.3917198,-98.5178452
1573,685791,07327442,"Little Washita River near Cyril, OK",13.3000002,34.8925667,-98.2331085
1574,391680,07239700,"North Canadian River near Yukon, OK",13456.0000000,35.5394974,-97.7425461
1575,391658,07239500,"North Canadian River near El Reno, OK",13317.0000000,35.5631065,-97.9575500
1576,391180,07239450,"North Canadian River near Calumet, OK",13239.0000000,35.6169930,-98.0653305
1577,687397,07327550,"Little Washita River East of Ninnekah, OK",232.0000000,34.9634018,-97.8994827
1578,686037,07327447,"Little Washita River near Cement, OK",62.2999992,34.8378487,-98.1244888
1579,19958172,07328100,"Washita River at Alex, OK",4768.0000000,34.9259033,-97.7739258
1580,6026378,07229200,"Canadian River at Purcell, OK",25394.0000000,35.0139618,-97.3475266
1581,6026262,07228940,"Canadian River near Mustang, OK",25134.0000000,35.3241653,-97.7236099
1582,6026308,07229050,"Canadian River at Norman, OK",25296.0000000,35.1945114,-97.4850311
1583,6027600,07229300,"Walnut Creek at Purcell, OK",202.0000000,34.9989624,-97.3669739
1584,393414,07241000,"North Canadian River blw Lk Overholser nr OKC, OK",13493.0000000,35.4786682,-97.6633759
1585,414275,07241520,"North Canadian River at Britton Rd at OKC, OK",13688.0000000,35.5656128,-97.3672562
1586,19957106,07328180,"North Criner Creek near Criner, OK",7.1900001,34.9714584,-97.5847549
1587,482410,07230500,"Little River near Tecumseh, OK",463.0000000,35.1725731,-96.9319687
1588,481940,07230000,"Little River blw Lk Thunderbird nr Norman, OK",257.0000000,35.2217369,-97.2139130
1589,414203,07241550,"North Canadian River near Harrah, OK",13775.0000000,35.5003395,-97.1939163
1590,19958192,07328500,"Washita River near Pauls Valley, OK",5306.0000000,34.7548027,-97.2514114
1591,417955,07241800,"North Canadian River at Shawnee, OK",14005.0000000,35.3331261,-96.8694687
1592,484578,07231000,"Little River near Sasakwa, OK",888.0000000,34.9653625,-96.5125122
1593,6030344,07231500,"Canadian River at Calvin, OK",27417.0000000,34.9778671,-96.2436142
1594,418429,07242000,"North Canadian River near Wetumka, OK",14549.0000000,35.2656441,-96.2061157
1595,512987,07245000,"Canadian River near Whitefield, OK",47283.0000000,35.2623177,-95.2371902
1596,591268,07335790,"Kiamichi River near Clayton, OK",699.0000000,34.5748215,-95.3408051
1597,6049306,07247500,"Fourche Maline near Red Oak, OK",120.0000000,34.9125977,-95.1557999
1598,402478,07198000,"Illinois River near Gore, OK",1615.0000000,35.5731506,-95.0688477
1599,6041518,07249413,"Poteau River near Panama, OK",1785.0000000,35.1656532,-94.6529999
1600,588170,07335700,"Kiamichi River near Big Cedar, OK",39.5999985,34.6384354,-94.6127243
1601,1539341,07249920,"Little Lee Creek near Nicut, OK",102.0000000,35.5730553,-94.5569458
1602,1540035,07249800,"Lee Creek at Short, OK",236.0000000,35.5658340,-94.5319443
1603,6048082,07247250,"Black Fork below Big Creek nr Page, OK",94.3000031,34.7737160,-94.5121689
1604,1539671,07249985,"Lee Creek near Short, OK",420.0000000,35.5172234,-94.4641647
1605,1543497,07249455,"Arkansas River at Ft. Smith, Ar.",145940.0000000,35.3917580,-94.4324341
1606,6047872,07247015,"Poteau River at Loving, OK",268.0000000,34.8798256,-94.4841080
1607,6041516,07249400,"James Fork near Hackett, AR",147.0000000,35.1624985,-94.4069443
1608,1543899,07250085,"Lee Creek at Lee Creek Reservoir near Van Buren,AR",432.0000000,35.4844437,-94.3927765
1609,6048196,07247000,"Poteau River at Cauthron, AR",203.0000000,34.9188881,-94.2994461
1610,7752938,07252000, Mulberry River near Mulberry. AR,373.0000000,35.5769463,-94.0152740
1611,7803109,07258500,"Petit Jean River near Booneville, AR",241.0000000,35.1069450,-93.9236145
1612,15234772,07356000," Ouachita River near Mount Ida, AR",414.0000000,34.6100006,-93.6975021
1613,7805591,07260000,"Dutch Creek at Waltreak, AR",81.4000015,34.9869461,-93.6130524
1614,7830338,07261500,"Fourche LaFave River Near Gravelly, AR",410.0000000,34.8725014,-93.6572189
1615,7803469,07260500,"Petit Jean River at Danville, AR",764.0000000,35.0586128,-93.3955536
1616,7766271,07257006,"Big Piney Creek at Highway 164 near Dover, AR",306.0000000,35.5058327,-93.1813889
1617,7769385,07257693,"Huckleberry Creek nr Augsburg, AR",2.1500001,35.3930550,-93.2205582
1618,21921793,07362579,"South Alum Creek nr Jessieville, AR",5.3099999,34.7955551,-93.0069427
1619,7770981,07257500," Illinois Bayou near Scottsville, AR",241.0000000,35.4663887,-93.0411148
1620,7835620,07263012,"Fourche LaFave River near Aplin, AR",957.0000000,34.9566650,-92.9850006
1621,21919761,07362587,"Alum Fork Saline River near Reform, AR",27.0000000,34.7975006,-92.9338913
1622,7787118,07260673,"West Fork Point Remove Creek near Hattieville, AR",222.0000000,35.3247223,-92.8730545
1623,11777377,07075250,"S Fk Lit Red Riv us of Gulf Mt WMA nr Scotland, AR",46.4000015,35.5470505,-92.7076645
1624,22846155,07263296,"Maumelle River near Wye, AR",73.0000000,34.8788872,-92.6855545
1625,22846153,07263295,"Maumelle River at Williams Junction, AR",46.0999985,34.8761101,-92.7744446
1626,21920889,07363000," Saline River at Benton, AR",550.0000000,34.5677795,-92.6102753
1627,7817578,07261090,"Cypress Creek nr Birdtown, AR",23.6000004,35.2708321,-92.6302795
1628,22846151,072632962,"Bringle Creek at Martindale, AR",8.6999998,34.8811111,-92.6811142
1629,22846055,072632971,"Yount Creek near Martindale, AR",0.0000000,34.8897209,-92.6466675
1630,22845923,072632982,"Reece Creek at Little Italy, AR",4.9600000,34.9300003,-92.5930557
1631,22848005,072632966,"Lake Maumelle at State Hwy 10 near Wye, AR",89.4000015,34.8752785,-92.6538925
1632,22848029,07263300,"Maumelle River at Maumelle Dam at Natural Steps,AR",137.0000000,34.8630562,-92.4852753
1633,7817394,07261000,"Cadron Creek near Guy, AR",169.0000000,35.2986107,-92.4038925
1634,22846795,07263555,"Fourche Creek at Univ. Avenue at Little Rock, AR",98.8000031,34.7069435,-92.3444443
1635,22847829,07263605,"Fourche Creek at Lindsey St. E of Little Rock, AR",168.0000000,34.7187042,-92.2134781
1636,938020696,07264000,"Bayou Meto near Lonoke, AR",207.0000000,34.7366676,-91.9158325
1637,11779377,07076517,"Little Red River near Dewey, AR",1340.0000000,35.4380569,-91.7458344
1638,14320639,07076750,"  White River at Georgetown, AR",22400.0000000,35.1288872,-91.4497223
1639,25189323,07077000,"White River at DeValls Bluff, AR",23400.0000000,34.7944450,-91.4447250
1640,11802423,07074850,"White River near Augusta, AR",20500.0000000,35.2944450,-91.3941650
1641,9278434,07077555,"Cache River near Cotton Plant, AR",1170.0000000,35.0355568,-91.3225021
1642,11799733,07074500,"White River at Newport, AR",19900.0000000,35.6052780,-91.2888870
1643,22860477,07047942,"LAnguille River near Colt, AR",535.0000000,35.1447220,-90.8780594
1644,22864529,07047950,"LAnguille River at Palestine, AR",786.0000000,34.9727783,-90.8855591
1645,14206856,07031650,"WOLF RIVER AT GERMANTOWN, TN",699.0000000,35.1164780,-89.8014755
1646,14206348,07031692,FLETCHER CREEK AT SYCAMORE VIEW ROAD AT MEMPHIS,30.5000000,35.1693687,-89.8661270
1647,14199477,07032200,"NONCONNAH CREEK NEAR GERMANTOWN, TN",68.1999969,35.0498123,-89.8189774
1648,15252066,07275900,"COLDWATER RIVER NR OLIVE BRANCH, MS",191.0000000,34.9075012,-89.7533340
1649,14062259,07030240,"LOOSAHATCHIE RIVER NEAR ARLINGTON, TN",262.0000000,35.3109512,-89.6395569
1650,14207658,07030500,"WOLF RIVER AT ROSSVILLE, TN",503.0000000,35.0542564,-89.5411911
1651,14208484,07030392,"WOLF RIVER AT LAGRANGE, TN",210.0000000,35.0325890,-89.2467346
1652,14078174,07029500,"HATCHIE RIVER AT BOLIVAR, TN",1480.0000000,35.2753296,-88.9766312
1653,19550100,03593800,"HORSE CREEK NEAR SAVANNAH, TENN (TVA)",104.0000000,35.1806564,-88.2096100
1654,19567882,03592500,"BEAR CREEK AT BISHOP,AL.",667.0000000,34.6559258,-88.1225433
1655,19581347,03590000,CYPRESS CREEK NEAR FLORENCE AL,209.0000000,34.8078651,-87.7005844
1656,19504798,03604000,"BUFFALO RIVER NEAR FLAT WOODS, TN",447.0000000,35.4959068,-87.8328018
1657,19577851,03588500,"SHOAL CREEK AT IRON CITY, TN",348.0000000,35.0241203,-87.5790329
1658,19581387,03586500,BIG NANCE CREEK AT COURTLAND AL,166.0000000,34.6700897,-87.3172455
1659,19594712,03584600,"ELK RIVER AT PROSPECT, TN",1805.0000000,35.0142365,-86.9946594
1660,19621374,03576250,LIMESTONE CREEK NEAR ATHENS AL,119.0000000,34.7517586,-86.8233337
1661,19619792,03577225,"SWAN CREEK BELOW ATHENS, ALA",40.9000015,34.7639771,-86.9463959
1662,19531696,03599450,"FOUNTAIN CREEK NEAR FOUNTAIN HEIGHTS, TN",74.0000000,35.5182381,-86.9420700
1663,19531724,03599100,"BIG ROCK CR AT DOUBLE BRIDGES, TN",48.7000008,35.5046539,-86.7675400
1664,19531956,03599240,"DUCK RIVER ABOVE MILLTOWN, TN",916.0000000,35.5763588,-86.7785873
1665,19620104,0357568650,"ALDRIDGE CREEK AT TONEY DRIVE AT HUNTSVILLE, AL.",1.4100000,34.6981468,-86.5505447
1666,19620688,03575700,ALDRIDGE CREEK NEAR FARLEY AL,14.1000004,34.6239815,-86.5410995
1667,19620330,0357568980,"ALDRIDGE C AT SHERWOOD DR NR HUNTSVILLE, ALA",6.9699998,34.6642570,-86.5541611
1668,19620296,03575950,"HUNTSVILLE SP BR AT JOHNSON ROAD, HUNTSVILLE AL",41.7999992,34.6900902,-86.5963821
1669,19620232,03575980,MCDONALD CREEK AT PATTON ROAD NR HUNTSVILLE AL,9.6400003,34.6925926,-86.6274948
1670,19621386,03575830,INDIAN CREEK NEAR MADISON AL,49.0000000,34.6973152,-86.6999969
1671,19621334,0357587728,"DALLAS BRANCH AT COLEMAN ST IN HUNTSVILLE, AL",2.9900000,34.7456474,-86.5741577
1672,19619594,0357587090,WEST FORK PINHOOK CR AT BLUE SPRS RD AT HUNTSVILLE,2.2800000,34.7884254,-86.5986023
1673,19621338,0357591500,"BROGLAN BRANCH AT OAKWOOD AVENUE AT HUNTSVILLE, AL",1.4700000,34.7495346,-86.6252747
1674,19619900,03575890,"PINHOOK CREEK AT CLINTON AVE. AT HUNTSVILLE, AL.",22.6000004,34.7275925,-86.5933228
1675,19619804,0357587400,"PINHOOK C AT MASTIN LAKE RD AT HUNTSVILLE, ALA",8.5000000,34.7714806,-86.5922165
1676,19619592,0357587140,EAST FORK PINHOOK CR AT WINCHESTER RD AT HUNTSVIL,2.5200000,34.7928696,-86.5891571
1677,19619914,0357586650,"FAGAN CREEK AT ADAMS STREET AT HUNTSVILLE, AL.",3.4400001,34.7225914,-86.5749893
1678,19608213,03582000,"ELK RIVER ABOVE FAYETTEVILLE, TENN.",827.0000000,35.1345291,-86.5397186
1679,19621328,03575100,"FLINT RIVER AT BROWNSBORO, AL.",375.0000000,34.7492561,-86.4466553
1680,19621388,0357526200,"BIG COVE CREEK AT DUG HILL ROAD NR HUNTSVILLE, AL.",4.8899999,34.7048149,-86.5122147
1681,19620186,03575272,"PEEVEY CREEK NEAR GURLEY, ALA",0.0000000,34.6820335,-86.4483185
1682,19534708,03598000,"DUCK RIVER NEAR SHELBYVILLE, TN",481.0000000,35.4803505,-86.4991608
1683,19533702,03597860,"DUCK RIVER AT SHELBYVILLE, TN",425.0000000,35.4828987,-86.4625931
1684,19621426,03574500,PAINT ROCK RIVER NEAR WOODVILLE AL,320.0000000,34.6242561,-86.3063736
1685,19531616,03597590,"WARTRACE CREEK BELOW COUNTY ROAD AT WARTRACE, TN",35.7000008,35.5272942,-86.3402710
1686,19604435,03578500,"BRADLEY CREEK NR PRAIRIE PLAINS, TENN.",41.2999992,35.3563042,-85.9790421
1687,19534712,03596000,"DUCK RIVER BELOW MANCHESTER, TN",107.0000000,35.4709091,-86.1216583
1688,19604615,03578000,"ELK RIVER NEAR PELHAM, TN",65.5999985,35.2967987,-85.8697510
1689,19697927,03568933,"LOOKOUT CREEK NEAR NEW ENGLAND, GA",149.0000000,34.8974991,-85.4630585
1690,19663107,03571000,"SEQUATCHIE RIVER NEAR WHITWELL, TN",402.0000000,35.2065773,-85.4971008
1691,19696075,03567500,"SOUTH CHICKAMAUGA CREEK NEAR CHICKAMAUGA, TN",428.0000000,35.0141220,-85.2065964
1692,19697599,03567340,"WEST CHICKAMAUGA CR AT GA 146, NEAR LAKEVIEW, GA",148.0000000,34.9572983,-85.2055130
1693,12194190,02387000,"CONASAUGA RIVER AT TILTON, GA",687.0000000,34.6667480,-84.9282761
1694,12193674,02385500,"MILL CREEK AT DALTON, GA",40.0000000,34.7884140,-84.9749451
1695,6486392,02387500,"OOSTANAULA RIVER AT RESACA, GA",1602.0000000,34.5771103,-84.9418564
1696,12193956,02385800,"HOLLY CREEK NEAR CHATSWORTH, GA",64.0000000,34.7166672,-84.7699966
1697,12193538,02384500,"CONASAUGA RIVER AT GA 286, NEAR ETON, GA",252.0000000,34.8278580,-84.8507767
1698,12193830,02385170,"COAHULLA CREEK AT KEITHS MILL ROAD, NEAR DALTON,GA",176.0000000,34.7434158,-84.8805008
1699,19678155,03566000,"HIWASSEE RIVER AT CHARLESTON, TN",2298.0000000,35.2951469,-84.7599564
1700,12193270,02384540,"MILL CREEK NEAR CRANDALL, GA",8.2399998,34.8720245,-84.7213287
1701,6478587,02382500,"COOSAWATTEE RIVER AT CARTERS, GA",521.0000000,34.6036987,-84.6954880
1702,19677799,03565500,"OOSTANAULA CREEK NEAR SANFORD, TN",57.0000000,35.3276329,-84.7051086
1703,6479383,02380500,"COOSAWATTEE RIVER NEAR ELLIJAY, GA",236.0000000,34.6750870,-84.5085373
1704,6478057,02379500,"CARTECAY RIVER NEAR ELLIJAY, GA",134.0000000,34.6842537,-84.4585342
1705,6477993,02381090,"MOUNTAINTOWN CREEK AT GA 282, NEAR ELLIJAY, GA",61.5999985,34.7031403,-84.5393753
1706,6478765,02381600,"FAUSETT CREEK NEAR TALKING ROCK, GA",9.9899998,34.5703659,-84.4688187
1707,19722609,03518500,"TELLICO RIVER AT TELLICO PLAINS, TN",118.0000000,35.3620148,-84.2790146
1708,19720831,0351706800,"CHEOAH RIVER NR BEARPEN GAP NR TAPOCO, NC",206.0000000,35.4383316,-83.9188919
1709,19679979,03550500,"NOTTELY RIVER NEAR BLAIRSVILLE, GA",74.8000031,34.8412018,-83.9360199
1710,19674799,03550000,"VALLEY RIVER AT TOMOTLA, NC",104.0000000,35.1388893,-83.9805527
1711,2040783,02330450,"CHATTAHOOCHEE RIVER AT HELEN, GA",44.7000008,34.7008324,-83.7288895
1712,19679561,03544970,"HIWASSEE RIVER AT RIVERSIDE DR, NR HIAWASSEE, GA",39.5000000,34.8839836,-83.7215652
1713,6267840,02178400,"TALLULAH RIVER NEAR CLAYTON, GA",58.4000015,34.8903694,-83.5304413
1714,2041333,023312495,"SOQUE RIVER AT GA 197, NEAR CLARKESVILLE, GA",93.9000015,34.6186104,-83.5288925
1715,2041579,02331000,"CHATTAHOOCHEE RIVER NEAR LEAF, GA",150.0000000,34.5770416,-83.6357346
1716,19735407,03505550,"NANTAHALA RIVER NEAR HEWITT, NC",145.0000000,35.3050003,-83.6522217
1717,19736561,03504000,"NANTAHALA RIVER NEAR RAINBOW SPRINGS, NC",51.9000015,35.1274986,-83.6186142
1718,6269248,02181580,"TALLULAH RIVER AB POWERHOUSE, NR TALLULAH FALLS,GA",184.3999939,34.7320404,-83.3757172
1719,19735831,03501500,"LITTLE TENNESSEE R AT FRANKLIN, NC",295.0000000,35.1862068,-83.3721008
1720,19735951,03500240,"CARTOOGECHAYE CREEK NEAR FRANKLIN, NC",57.0999985,35.1588898,-83.3941650
1721,19736555,03500000,"LITTLE TENNESSEE RIVER NEAR PRENTISS, NC",140.0000000,35.1500015,-83.3797226
1722,19736737,03503000,"LITTLE TENNESSEE RIVER AT NEEDMORE, NC",436.0000000,35.3363876,-83.5269470
1723,19730510,03512000,"OCONALUFTEE RIVER AT BIRDTOWN, NC",184.0000000,35.4613876,-83.3536148
1724,19730694,03513000,"TUCKASEGEE RIVER AT BRYSON CITY, NC",655.0000000,35.4275017,-83.4469452
1725,6269342,02177000,"CHATTOOGA RIVER NEAR CLAYTON, GA",207.0000000,34.8139801,-83.3059921
1726,19729930,03510577,"TUCKASEGEE RIVER AT BARKER'S CREEK, NC",360.0000000,35.3844452,-83.2916641
1727,6267600,02176930,"CHATTOOGA RIVER AT BURRELLS FORD, NR PINE MTN, GA",46.7000008,34.9745293,-83.1161652
1728,19730552,03508050,"TUCKASEGEE RIVER AT SR 1172 NR CULLOWHEE, NC",147.0000000,35.2877769,-83.1438904
1729,22150285,03456991,"PIGEON RIVER NEAR CANTON, NC",130.0000000,35.5230560,-82.8466644
1730,22152441,03456100,"WEST FORK PIGEON RIVER AT BETHEL, NC",58.4000015,35.4638901,-82.9000015
1731,22152545,0345577330,"WEST FORK PIGEON RIVER NEAR RETREAT, NC",33.5000000,35.4266663,-82.9197235
1732,22152669,03455500,"W F PIGEON R ABOVE LAKE LOGAN NR HAZELWOOD, NC",27.6000004,35.3961105,-82.9375000
1733,22152435,03456500,"EAST FORK PIGEON RIVER NEAR CANTON, NC",51.5000000,35.4616661,-82.8697205
1734,9865840,02162290,"SOUTH SALUDA RIVER NEAR CLEVELAND, SC",17.7999992,35.0634499,-82.6501312
1735,11749667,02186000,"TWELVEMILE CREEK NEAR LIBERTY, SC",106.0000000,34.8015022,-82.7484741
1736,22164500,03441000,"DAVIDSON RIVER NEAR BREVARD, NC",40.4000015,35.2730560,-82.7058334
1737,22165090,03439000,"FRENCH BROAD RIVER AT ROSMAN, NC",67.9000015,35.1433334,-82.8247223
1738,9865692,02162350,"MIDDLE SALUDA RIVER NEAR CLEVELAND, SC",21.0000000,35.1201172,-82.5376205
1739,22162094,03451500,"FRENCH BROAD RIVER AT ASHEVILLE, NC",945.0000000,35.6088905,-82.5780563
1740,22163560,03447687,"FRENCH BROAD RIVER NEAR FLETCHER, NC",640.0000000,35.4275017,-82.5480576
1741,22163718,03446000,"MILLS RIVER NEAR MILLS RIVER, NC",66.6999969,35.3980560,-82.5950012
1742,22164302,03443000,"FRENCH BROAD RIVER AT BLANTYRE, NC",296.0000000,35.2991676,-82.6238861
1743,22161688,03451000,"SWANNANOA RIVER AT BILTMORE, NC",130.0000000,35.5683327,-82.5447235
1744,9868300,02164000,"REEDY RIVER NEAR GREENVILLE, SC",48.5999985,34.8001175,-82.3651199
1745,9868654,02163001,"SALUDA RIVER NEAR WILLIAMSTON, SC",414.0000000,34.6148376,-82.4440155
1746,9867174,02162500,"SALUDA RIVER NEAR GREENVILLE, SC",298.0000000,34.8423386,-82.4806824
1747,9698267,02157470,"MIDDLE TYGER RIVER NEAR GRAMLING, SC",34.7000008,35.0388870,-82.2186127
1748,9692762,02160326,"ENOREE RIVER AT PELHAM, SC",84.1999969,34.8565063,-82.2262268
1749,9692198,02160325,"BRUSHY CREEK NEAR GREENVILLE, SC",9.0500002,34.8834496,-82.3012314
1750,9867682,02164110,"REEDY RIVER ABOVE FORK SHOALS, SC",110.0000000,34.6528969,-82.2976151
1751,12036581,02149000,"COVE CREEK NEAR LAKE LURE, NC",79.0000000,35.4233322,-82.1116638
1752,12037613,02154790,"SOUTH PACOLET RIVER NR CAMPOBELLO, SC",55.4000015,35.1065063,-82.1295547
1753,9700081,02157510,"MIDDLE TYGER RIVER NEAR LYMAN, SC",69.0000000,34.9401169,-82.1234436
1754,9700085,02158408,"SOUTH TYGER RIVER BELOW DUNCAN, SC",94.4000015,34.9209518,-82.1301117
1755,9692530,02160390,"ENOREE RIVER NEAR WOODRUFF, SC",249.0000000,34.6834564,-82.0398254
1756,9692804,02160381,"DURBIN CREEK ABOVE FOUNTAIN INN, SC",14.0000000,34.7167892,-82.1737213
1757,12034181,02152100,"FIRST BROAD RIVER NEAR CASAR, NC",60.5000000,35.4930573,-81.6822205
1758,12035543,02151500,"BROAD RIVER NEAR BOILING SPRINGS, NC",875.0000000,35.2108345,-81.6975021
