feature_id,site_no,site_name,da_sqkm,lat_reachCent,lon_reachCent
19677799,3565500,"OOSTANAULA CREEK NEAR SANFORD, TN",57,35.3276329,-84.7051086
6479383,2380500,"COOSAWATTEE RIVER NEAR ELLIJAY, GA",236,34.675087,-84.5085373
6478057,2379500,"CARTECAY RIVER NEAR ELLIJAY, GA",134,34.6842537,-84.4585342
6477993,2381090,"MOUNTAINTOWN CREEK AT GA 282, NEAR ELLIJAY, GA",61.5999985,34.7031403,-84.5393753
6478765,2381600,"FAUSETT CREEK NEAR TALKING ROCK, GA",9.9899998,34.5703659,-84.4688187
19722609,3518500,"TELLICO RIVER AT TELLICO PLAINS, TN",118,35.3620148,-84.2790146
19720831,351706800,"CHEOAH RIVER NR BEARPEN GAP NR TAPOCO, NC",206,35.4383316,-83.9188919
19679979,3550500,"NOTTELY RIVER NEAR BLAIRSVILLE, GA",74.8000031,34.8412018,-83.9360199
19674799,3550000,"VALLEY RIVER AT TOMOTLA, NC",104,35.1388893,-83.9805527
2040783,2330450,"CHATTAHOOCHEE RIVER AT HELEN, GA",44.7000008,34.7008324,-83.7288895
19679561,3544970,"HIWASSEE RIVER AT RIVERSIDE DR, NR HIAWASSEE, GA",39.5,34.8839836,-83.7215652
6267840,2178400,"TALLULAH RIVER NEAR CLAYTON, GA",58.4000015,34.8903694,-83.5304413
2041333,23312495,"SOQUE RIVER AT GA 197, NEAR CLARKESVILLE, GA",93.9000015,34.6186104,-83.5288925
2041579,2331000,"CHATTAHOOCHEE RIVER NEAR LEAF, GA",150,34.5770416,-83.6357346
19735407,3505550,"NANTAHALA RIVER NEAR HEWITT, NC",145,35.3050003,-83.6522217
19736561,3504000,"NANTAHALA RIVER NEAR RAINBOW SPRINGS, NC",51.9000015,35.1274986,-83.6186142
6269248,2181580,"TALLULAH RIVER AB POWERHOUSE, NR TALLULAH FALLS,GA",184.3999939,34.7320404,-83.3757172
19735831,3501500,"LITTLE TENNESSEE R AT FRANKLIN, NC",295,35.1862068,-83.3721008
19735951,3500240,"CARTOOGECHAYE CREEK NEAR FRANKLIN, NC",57.0999985,35.1588898,-83.394165
19736555,3500000,"LITTLE TENNESSEE RIVER NEAR PRENTISS, NC",140,35.1500015,-83.3797226
19736737,3503000,"LITTLE TENNESSEE RIVER AT NEEDMORE, NC",436,35.3363876,-83.526947
19730510,3512000,"OCONALUFTEE RIVER AT BIRDTOWN, NC",184,35.4613876,-83.3536148
19730694,3513000,"TUCKASEGEE RIVER AT BRYSON CITY, NC",655,35.4275017,-83.4469452
6269342,2177000,"CHATTOOGA RIVER NEAR CLAYTON, GA",207,34.8139801,-83.3059921
19729930,3510577,"TUCKASEGEE RIVER AT BARKER'S CREEK, NC",360,35.3844452,-83.2916641
6267600,2176930,"CHATTOOGA RIVER AT BURRELLS FORD, NR PINE MTN, GA",46.7000008,34.9745293,-83.1161652
19730552,3508050,"TUCKASEGEE RIVER AT SR 1172 NR CULLOWHEE, NC",147,35.2877769,-83.1438904
22150285,3456991,"PIGEON RIVER NEAR CANTON, NC",130,35.523056,-82.8466644
22152441,3456100,"WEST FORK PIGEON RIVER AT BETHEL, NC",58.4000015,35.4638901,-82.9000015
22152545,345577330,"WEST FORK PIGEON RIVER NEAR RETREAT, NC",33.5,35.4266663,-82.9197235
22152669,3455500,"W F PIGEON R ABOVE LAKE LOGAN NR HAZELWOOD, NC",27.6000004,35.3961105,-82.9375
22152435,3456500,"EAST FORK PIGEON RIVER NEAR CANTON, NC",51.5,35.4616661,-82.8697205
9865840,2162290,"SOUTH SALUDA RIVER NEAR CLEVELAND, SC",17.7999992,35.0634499,-82.6501312
11749667,2186000,"TWELVEMILE CREEK NEAR LIBERTY, SC",106,34.8015022,-82.7484741
22164500,3441000,"DAVIDSON RIVER NEAR BREVARD, NC",40.4000015,35.273056,-82.7058334
22165090,3439000,"FRENCH BROAD RIVER AT ROSMAN, NC",67.9000015,35.1433334,-82.8247223
9865692,2162350,"MIDDLE SALUDA RIVER NEAR CLEVELAND, SC",21,35.1201172,-82.5376205
22162094,3451500,"FRENCH BROAD RIVER AT ASHEVILLE, NC",945,35.6088905,-82.5780563
22163560,3447687,"FRENCH BROAD RIVER NEAR FLETCHER, NC",640,35.4275017,-82.5480576
22163718,3446000,"MILLS RIVER NEAR MILLS RIVER, NC",66.6999969,35.398056,-82.5950012
22164302,3443000,"FRENCH BROAD RIVER AT BLANTYRE, NC",296,35.2991676,-82.6238861
22161688,3451000,"SWANNANOA RIVER AT BILTMORE, NC",130,35.5683327,-82.5447235
9868300,2164000,"REEDY RIVER NEAR GREENVILLE, SC",48.5999985,34.8001175,-82.3651199
9868654,2163001,"SALUDA RIVER NEAR WILLIAMSTON, SC",414,34.6148376,-82.4440155
9867174,2162500,"SALUDA RIVER NEAR GREENVILLE, SC",298,34.8423386,-82.4806824
9698267,2157470,"MIDDLE TYGER RIVER NEAR GRAMLING, SC",34.7000008,35.038887,-82.2186127
9692762,2160326,"ENOREE RIVER AT PELHAM, SC",84.1999969,34.8565063,-82.2262268
9692198,2160325,"BRUSHY CREEK NEAR GREENVILLE, SC",9.0500002,34.8834496,-82.3012314
9867682,2164110,"REEDY RIVER ABOVE FORK SHOALS, SC",110,34.6528969,-82.2976151
12036581,2149000,"COVE CREEK NEAR LAKE LURE, NC",79,35.4233322,-82.1116638
12037613,2154790,"SOUTH PACOLET RIVER NR CAMPOBELLO, SC",55.4000015,35.1065063,-82.1295547
9700081,2157510,"MIDDLE TYGER RIVER NEAR LYMAN, SC",69,34.9401169,-82.1234436
9700085,2158408,"SOUTH TYGER RIVER BELOW DUNCAN, SC",94.4000015,34.9209518,-82.1301117
9692530,2160390,"ENOREE RIVER NEAR WOODRUFF, SC",249,34.6834564,-82.0398254
9692804,2160381,"DURBIN CREEK ABOVE FOUNTAIN INN, SC",14,34.7167892,-82.1737213
12034181,2152100,"FIRST BROAD RIVER NEAR CASAR, NC",60.5,35.4930573,-81.6822205
12035543,2151500,"BROAD RIVER NEAR BOILING SPRINGS, NC",875,35.2108345,-81.6975021
12034371,2150495,"SECOND BROAD RIVER NR LOGAN, NC",86.1999969,35.4044456,-81.8724976
12035131,2153700,"THICKETTY CREEK AT CNTY ROAD 42 NEAR GAFFNEY, SC",25,35.0629044,-81.7145462
12035153,21556525,"PACOLET RIVER BELOW LAKE BLALOCK NEAR COWPENS, SC",273,35.0476227,-81.8556595
12034959,2155500,"PACOLET RIVER NEAR FINGERVILLE, SC",212,35.1098404,-81.959549
12035439,2154500,"NORTH PACOLET RIVER AT FINGERVILLE, SC",116,35.1209526,-81.985939
12038169,2156300,LAWSONS FORK CREEK AT SPARTANBURG SC,74.6999969,34.9481812,-81.8687134
9745600,2143040,"JACOB FORK AT RAMSEY, NC",25.7000008,35.5905571,-81.5669479
9747390,2143500,"INDIAN CREEK NEAR LABORATORY, NC",69.1999969,35.4205551,-81.265274
9747396,2144000,"LONG CREEK NEAR BESSEMER CITY, NC",31.7999992,35.3063889,-81.234726
9737004,21473415,"FISHING CREEK @ HWY 5 BELOW YORK, SC",16.7000008,34.9749985,-81.1800003
12034957,2153590,"KINGS CREEK AT BLACKSBURG, SC",27.8999996,35.1184654,-81.4364777
12035715,2153551,"BROAD RIVER BELOW NINETYNINE ISLAND RESERVOIR,SC",1550,35.0312424,-81.4925919
12035613,2153500,"BROAD RIVER NEAR GAFFNEY, SC",1490,35.0890198,-81.5720367
12035605,2153200,"BROAD RIVER NEAR BLACKSBURG, SC",1290,35.1240158,-81.5878754
12034339,2152474,"FIRST BROAD RIVER AT LAWNDALE, NC",190,35.4152794,-81.5616684
9705130,2156500,"BROAD RIVER NEAR CARLISLE, SC",2790,34.5951385,-81.4212112
9755438,214291555,"LONG CREEK NR RHYNE, NC",31.5,35.3005562,-80.9727783
9755474,2142900,"LONG CREEK NEAR PAW CREEK, NC",16.3999996,35.3286095,-80.9097214
9755416,214266080,"GAR CREEK AT SR2074 NR CROFT, NC",3.55,35.3613892,-80.8974991
9756570,214269560,"KILLIAN CREEK NEAR MARIPOSA, NC",36.4000015,35.434166,-81.0299988
9756782,21457492,"ALLISON CREEK AT RD 114 NEAR YORK, SC",40.2999992,35.0649986,-81.1383362
9755408,214266000,"MCDOWELL CREEK NR CHARLOTTE, NC (CSW10)",26.2999992,35.3897133,-80.9209976
9755364,2142654,"MCDOWELL CREEK NR HUNTERSVILLE, NC",10.1999998,35.4069443,-80.8905563
9755476,214295600,"PAW CR AT WILKINSON BLVD NR CHARLOTTE, NC",10.3999996,35.2402763,-80.9744415
9755462,214297160,"BEAVERDAM CREEK AB WINDY GAP ROAD NR SHOPTON, NC",4.4699998,35.1697235,-80.9877777
9755434,2142914,"GUM BRANCH NEAR THRIFT, NC",5.2800002,35.2994461,-80.9463882
9747440,2145000,"SOUTH FORK CATAWBA RIVER AT LOWELL, NC",628,35.2852783,-81.1011124
9731320,214678175,"STEELE CREEK AT SR1441 NR PINEVILLE, NC",6.9099998,35.1049995,-80.9536133
9737012,21473426,"TOOLS FORK CREEK NEAR ROCK HILL, SC",9.6000004,34.9565315,-81.1061859
9731272,2146315,"TAGGART CREEK AT WEST BOULEVARD NR CHARLOTTE, NC",5.71,35.206665,-80.9219437
9736382,2147020,"CATAWBA RIVER BELOW CATAWBA, SC",3540,34.8362579,-80.8795166
9731454,2146800,"SUGAR CREEK NEAR FORT MILL, SC",262,35.0059814,-80.902298
9731328,2146381,"SUGAR CREEK AT NC 51 NEAR PINEVILLE, NC",65.3000031,35.0908318,-80.8994446
9731482,2146300,"IRWIN CREEK NEAR CHARLOTTE, NC",30.7000008,35.1977768,-80.9044418
9731300,2146348,"COFFEY CREEK NR CHARLOTTE, NC",9.1400003,35.1458321,-80.9269409
9736188,2146000,"CATAWBA RIVER NEAR ROCK HILL, SC",3050,34.9848709,-80.9739685
9737014,21473428,"WILDCAT CREEK BELOW ROCK HILL, SC",29.7000008,34.8895874,-81.0692444
9735864,2147500,"ROCKY CREEK AT GREAT FALLS, SC",194,34.5654221,-80.9197998
9733402,2146110,"MANCHESTER CREEK AT ROCK HILL, SC",5.8000002,34.9444427,-80.9797211
9737002,21459367,"BIG DUTCHMAN CREEK AT ROCK HILL, SC",16.8999996,34.9868088,-81.0083389
9202131,212393300,"W. BR ROCKY R B MTH OF S PRONG R NR CORNELIUS, NC",20.7999992,35.4677773,-80.7902756
9755380,214265808,"TORRENCE CR AT BRADFORD HILL LN NR HUNTERSVLLE, NC",7.29,35.4036102,-80.8827744
9734048,2147126,"WAXHAW CREEK AT SR1103 NEAR JACKSON, NC",35.0999985,34.8369446,-80.7916641
9731398,2146750,"MCALPINE CR BELOW MCMULLEN CR NR PINEVILLE, NC",92.4000015,35.0664978,-80.8698502
9731340,2146530,"LITTLE SUGAR CREEK AT PINEVILLE, NC",49.2000008,35.0852776,-80.882225
9731296,2146507,"LITTLE SUGAR C AT ARCHDALE DR AT CHARLOTTE, NC",42.5999985,35.148056,-80.8577805
9731484,214645022,"BRIAR CR ABOVE COLONY RD AT CHARLOTTE, NC",19,35.1752777,-80.8308334
9731264,2146285,"STEWART CREEK AT WEST MOREHEAD ST AT CHARLOTTE, NC",11.1000004,35.2283325,-80.8691635
9731476,214627970,"STEWART CREEK AT STATE ST AT CHARLOTTE, NC",9.0699997,35.2402763,-80.8683319
9731494,2146700,"MCMULLEN CR AT SHARON VIEW RD NEAR CHARLOTTE, NC",6.9499998,35.1408348,-80.8199997
9731488,2146470,"LITTLE HOPE CR AT SENECA PLACE AT CHARLOTTE, NC",2.6300001,35.164444,-80.8530579
9731248,2146211,"IRWIN CR AT STATESVILLE AVE AT CHARLOTTE, NC",5.9699998,35.2619438,-80.8369446
9731486,2146409,"LTL SUGAR CR AT MEDICAL CENTER DR AT CHARLOTTE, NC",11.8000002,35.2036095,-80.8369446
9731452,214685800,"SIX MILE CREEK NEAR PINEVILLE, NC",20.2999992,35.0103569,-80.8285446
9202601,212427947,"REEDY CREEK AT SR 2803 NR CHARLOTTE, NC",2.5,35.2563896,-80.7005539
9201663,212419274,"CODDLE CR AT SR 1612 NEAR DAVIDSON, NC",22.7000008,35.5038872,-80.7363892
9203161,2124080,"CLARKE CREEK NEAR HARRISBURG, NC",21.8999996,35.4141655,-80.7519455
9202419,212414900,"MALLARD CR BL STONY CR NR HARRISBURG, NC",34.5999985,35.3327789,-80.7158356
9202493,2124269,"BACK CR AT SR1173 NEAR HARRISBURG, NC",7.4499998,35.309166,-80.6736145
9202603,212430293,"REEDY CREEK BELOW I-485 NR PINE RIDGE, NC",12.6000004,35.2586098,-80.6627808
9202911,212467451,"GOOSE CR AT SR1524 NEAR INDIAN TRAIL, NC",8.5,35.1304245,-80.6311798
9203219,212430653,"MCKEE CREEK AT SR2804 NR WILGROVE, NC",5.7600002,35.2538872,-80.648056
9731286,2146562,"CAMPBELL CREEK NR CHARLOTTE, NC",5.71,35.1866684,-80.7366638
9731500,2146600,"MCALPINE CR AT SARDIS ROAD NEAR CHARLOTTE, NC",38.5999985,35.1377792,-80.7675018
9731284,214655255,"MCALPINE CREEK AT SR3150 NR IDLEWILD, NC",7.3299999,35.1758347,-80.7191696
9731260,214642825,"BRIAR CREEK NEAR CHARLOTTE, NC",5.1999998,35.2361107,-80.7711105
9731292,214657975,"IRVINS CREEK AT SR3168 NR CHARLOTTE, NC",8.3699999,35.1586113,-80.7133331
9202447,212433550,"ROCKY R AB IRISH BUFFALO CR NR ROCKY RIVER, NC",278,35.3216667,-80.5408325
9202709,212466000,"CLEAR CREEK AT SR3181 NR MINT HILL, NC",12.6000004,35.2083321,-80.5800018
9202887,2124692,"GOOSE CR AT FAIRVIEW, NC",24,35.1536102,-80.5352783
9211976,212378405,"PEE DEE R AT HWY731 BL LK TILLERY NR NORWOOD, NC",4693.75,35.2006683,-80.0618057
9203249,2126000,"ROCKY RIVER NEAR NORWOOD, NC",1372,35.1488876,-80.1758347
9170418,2130840,"BLACK CREEK BELOW CHESTERFIELD, SC",51.7000008,34.6633339,-80.2116699
9210446,2128000,"LITTLE RIVER NEAR STAR, NC",106,35.3872223,-79.8313904
9167976,2129000,"PEE DEE R NR ROCKINGHAM, NC",6863,34.9458351,-79.8697205
9168348,2130561,"PEE DEE RIVER NR BENNETTSVILLE, SC",7600,34.6062698,-79.7883987
9125942,2133500,"DROWNING CREEK NEAR HOFFMAN, NC",183,35.0611115,-79.4938889
9110346,2132320,"BIG SHOE HEEL CREEK NR LAURINBURG, NC",83.3000031,34.7505569,-79.3866653
8853165,2104220,"ROCKFISH CREEK AT RAEFORD, NC",93.0999985,34.9997215,-79.2147217
9130612,2133624,"LUMBER RIVER NEAR MAXTON, NC",365,34.7727776,-79.3319473
8849951,2102908,"FLAT CREEK NEAR INVERNESS, NC",7.6300001,35.1827774,-79.1774979
8842705,2102192,"BUCKHORN CREEK NR CORINTH, NC",76.3000031,35.5597229,-78.9736099
8846189,2103000,"LITTLE RIVER AT MANCHESTER, NC",348,35.1933327,-78.9855576
9129886,2134170,"LUMBER RIVER AT LUMBERTON, NC",708,34.6202774,-79.0111084
8846907,2102500,"CAPE FEAR RIVER AT LILLINGTON, NC",3464,35.4061127,-78.8133316
8831710,2105500,"CAPE FEAR R AT WILM O HUSKE LOCK NR TARHEEL, NC",4852,34.835556,-78.8236084
9127910,2134480,"BIG SWAMP NR TAR HEEL, NC",229,34.7102776,-78.8363876
8786045,2088000,"MIDDLE CREEK NEAR CLAYTON, NC",83.5,35.5708351,-78.5905533
8786041,208773375,"SWIFT CREEK AT SR1555 NEAR CLAYTON, NC",113.6999969,35.5750008,-78.4986115
8816187,2106500,"BLACK RIVER NEAR TOMAHAWK, NC",676,34.7550011,-78.2886124
8786063,2088500,"LITTLE RIVER NEAR PRINCETON, NC",232,35.5113907,-78.1602783
11239411,2089000,"NEUSE RIVER NEAR GOLDSBORO, NC",2399,35.3375015,-77.9974976
10525935,2108000,"NORTHEAST CAPE FEAR RIVER NEAR CHINQUAPIN, NC",599,34.8288879,-77.832222
11236489,208925200,"BEAR CREEK AT MAYS STORE, NC",57.7000008,35.2747231,-77.7944412
11573918,2091000,"NAHUNTA SWAMP NEAR SHINE, NC",80.4000015,35.4888878,-77.8061142
11239465,2089500,"NEUSE RIVER AT KINSTON, NC",2692,35.2577782,-77.585556
11574598,2091500,"CONTENTNEA CREEK AT HOOKERTON, NC",733,35.4288902,-77.5824966
10976591,2092500,"TRENT RIVER NEAR TRENTON, NC",168,35.064167,-77.4613876
10518518,2093000,"NEW RIVER NEAR GUM BRANCH, NC",94,34.8491669,-77.5194473
3350287,2084160,"CHICOD CR AT SR1760 NEAR SIMPSON, NC",45,35.5616684,-77.230835
10449386,208111310,"CASHIE RIVER AT SR1257 NEAR WINDSOR, NC",108,36.0477791,-76.984169
10462511,2053500,"AHOSKIE CREEK AT AHOSKIE, NC",63.2999992,36.2802773,-76.9994431
8746117,2053200,"POTECASI CREEK NEAR UNION, NC",225,36.3708344,-77.0255585
10451190,2080500,"ROANOKE RIVER AT ROANOKE RAPIDS, NC",8384,36.4599991,-77.6336136
3350831,2083500,"TAR RIVER AT TARBORO, NC",2183,35.8944435,-77.5330582
8762349,2082585,"TAR RIVER AT NC 97 AT ROCKY MOUNT, NC",925,35.9547234,-77.7872238
10510596,2083000,"FISHING CREEK NEAR ENFIELD, NC",526,36.1505547,-77.6930542
8755825,2082770,"SWIFT CREEK AT HILLIARDSTON, NC",166,36.1122208,-77.9199982
10511316,2082950,"LITTLE FISHING CREEK NEAR WHITE OAK, NC",177,36.1833344,-77.8761139
11573494,2090380,"CONTENTNEA CREEK NEAR LUCAMA, NC",161,35.6911125,-78.109726
8759765,2081747,"TAR R AT US 401 AT LOUISBURG, NC",427,36.0930557,-78.2961121
8783531,2088383,"LITTLE RIVER NEAR ZEBULON, NC",55,35.8219452,-78.3522186
8786017,2087500,"NEUSE RIVER NEAR CLAYTON, NC",1150,35.6472206,-78.4052811
8760623,2081500,"TAR RIVER NEAR TAR RIVER, NC",167,36.1941681,-78.5830536
166737579,2087183,"NEUSE RIVER NEAR FALLS, NC",771,35.9399986,-78.5808334
8783667,2087324,"CRABTREE CREEK AT US 1 AT RALEIGH, NC",121,35.8111115,-78.6108322
8784005,2087359,"WALNUT CREEK AT SUNNYBROOK DRIVE NR RALEIGH, NC",29.7999992,35.7583351,-78.5830536
8783643,208732885,"MARSH CREEK NEAR NEW HOPE, NC",6.8400002,35.8169441,-78.5930557
8783339,2087275,"CRABTREE CREEK AT HWY 70 AT RALEIGH, NC",97.5999985,35.8380547,-78.6741638
8783277,208726005,"CRABTREE CR AT EBENEZER CHURCH RD NR RALEIGH, NC",76,35.8452759,-78.7244415
8784415,208758850,"SWIFT CREEK NEAR MCCULLARS CROSSROADS, NC",35.7999992,35.6936111,-78.6922226
8783875,208735012,"ROCKY BRANCH BELOW PULLEN DRIVE AT RALEIGH, NC",1.17,35.7799988,-78.6663895
8777467,2086624,"KNAP OF REEDS CREEK NEAR BUTNER, NC",43,36.1279221,-78.7983398
8777373,2086500,"FLAT RIVER AT DAM NEAR BAHAMA, NC",168,36.148613,-78.8288879
8785997,2087580,"SWIFT CREEK NEAR APEX, NC",21,35.7188873,-78.7522202
933020162,2086849,"ELLERBE CREEK NEAR GORMAN, NC",21.8999996,36.0593109,-78.8325043
8693517,2077670,"MAYO CR NR BETHEL HILL, NC",53.5,36.5408325,-78.8719406
8778363,2085500,"FLAT RIVER AT BAHAMA, NC",149,36.1827774,-78.878891
8777649,208524975,"LITTLE R BL LITTLE R TRIB AT FAIRNTOSH, NC",98.9000015,36.1133347,-78.859726
8777381,208524090,"MOUNTAIN CREEK AT SR1617 NR BAHAMA, NC",7.9699998,36.1497231,-78.8966675
8777369,208521324,"LITTLE RIVER AT SR1461 NEAR ORANGE FACTORY, NC",78.1999969,36.1416664,-78.9191666
8778383,2085070,"ENO RIVER NEAR DURHAM, NC",141,36.0722237,-78.9077759
8778141,208675010,"ELLERBE CREEK AT CLUB BOULEVARD AT DURHAM, NC",6.0100002,36.0193901,-78.8947754
8893782,209741955,"NORTHEAST CREEK AT SR1100 NR GENLEE, NC",21.1000004,35.8722229,-78.9130554
8894150,2097280,"THIRD FORK CR AT WOODCROFT PARKWAY NR BLANDS, NC",14.79,35.9226379,-78.9524155
8894216,209782609,"WHITE OAK CR AT MOUTH NEAR GREEN LEVEL, NC",11.8999996,35.7602768,-78.9202805
8693577,2077303,"HYCO R BL ABAY D NR MCGEHEES MILL, NC",202,36.5224991,-78.9974976
8897336,2097517,"MORGAN CREEK NEAR CHAPEL HILL, NC",41,35.8933334,-79.019722
8893140,209722970,"SANDY CREEK AT CORNWALLIS RD NEAR DURHAM, NC",4.6700001,35.983223,-78.9568024
8893722,2097314,"NEW HOPE CREEK NEAR BLANDS, NC",75.9000015,35.8849983,-78.9652786
8696811,2075500,"DAN RIVER AT PACES, VA",2587,36.6423607,-79.0894623
8780571,2085000,"ENO RIVER AT HILLSBOROUGH, NC",66,36.0711098,-79.0955582
8896094,2097464,"MORGAN CREEK NEAR WHITE CROSS, NC",8.3500004,35.9236107,-79.1149979
8897934,2096960,"HAW RIVER NEAR BYNUM, NC",1275,35.7652779,-79.1358337
8872370,2102000,"DEEP RIVER AT MONCURE, NC",1434,35.6269455,-79.1161118
8701361,2077200,"HYCO CREEK NEAR LEASBURG, NC",45.9000015,36.3977776,-79.1966629
8895436,2096846,"CANE CREEK NEAR ORANGE GROVE, NC",7.54,35.9872208,-79.2061081
8696453,2075045,"DAN RIVER AT STP NEAR DANVILLE, VA",2116,36.5626373,-79.3697433
8891488,2096500,"HAW RIVER AT HAW RIVER, NC",606,36.0872231,-79.3661118
8869974,2101726,"ROCKY R AT US 64 NEAR SILER CITY, NC",68.6999969,35.7351418,-79.4230728
8872070,2101800,"TICK CREEK NEAR MOUNT VERNON SPRINGS, NC",15.5,35.6597214,-79.4016647
8673535,2074500,"SANDY RIVER NEAR DANVILLE, VA",111,36.6195831,-79.5041962
8869528,210166029,"ROCKY R AT SR1300 NR CRUTCHFIELD CROSSROADS, NC",7.4200001,35.8069458,-79.5274963
8890012,2094500,"REEDY FORK NEAR GIBSONVILLE, NC",131,36.1730537,-79.6141663
8891478,2095500,"NORTH BUFFALO CREEK NEAR GREENSBORO, NC",37.0999985,36.1205559,-79.7080536
8890408,209553650,"BUFFALO CREEK AT SR2819 NR MCLEANSVILLE, NC",88.5,36.1280556,-79.6616669
8872060,2100500,"DEEP RIVER AT RAMSEUR, NC",349,35.726387,-79.6555557
8673565,2074000,"SMITH RIVER AT EDEN, NC",538,36.5255547,-79.7655563
8677803,2071000,"DAN RIVER NEAR WENTWORTH, NC",1053,36.4124985,-79.8261108
8890624,2095271,"NORTH BUFFALO CREEK AT CHURCH ST AT GREENSBORO, NC",14.1999998,36.0977783,-79.7825012
8890700,2095181,"N BUFFALO CR AT WESTOVER TERRACE AT GREENSBORO, NC",9.5500002,36.0791664,-79.8127747
8891502,2095000,"SOUTH BUFFALO CR NEAR GREENSBORO, NC",34,36.0600014,-79.7258301
8891014,2094770,"SOUTH BUFFALO CREEK AT US 220 AT GREENSBORO, NC",15.3999996,36.0380554,-79.7997208
8891056,2094775,"RYAN CREEK BELOW US 220 AT GREENSBORO, NC",4.1199999,36.0311127,-79.7961121
8673523,2073000,"SMITH RIVER AT MARTINSVILLE, VA",379,36.6612473,-79.8805923
8890056,2093800,"REEDY FORK NEAR OAK RIDGE, NC",20.6000004,36.1725006,-79.952774
8890414,2093877,"BRUSH CREEK AT MUIRFIELD RD AT GREENSBORO, NC",5.3000002,36.1280556,-79.9238892
8890896,2094659,"SOUTH BUFFALO CREEK NR POMONA, NC",7.3299999,36.0494461,-79.855278
8891468,209399200,"HORSEPEN CREEK AT US 220 NR GREENSBORO, NC",15.8999996,36.1377792,-79.8600006
8866534,2099000,"EAST FORK DEEP RIVER NEAR HIGH POINT, NC",14.8000002,36.0372238,-79.9455566
8673563,2070500,"MAYO RIVER NEAR PRICE, NC",242,36.5338898,-79.9913864
8673051,2070000,"NORTH MAYO RIVER NEAR SPENCER, VA",108,36.5681953,-79.9872665
8679473,2069000,"DAN RIVER AT PINE HALL, NC",501,36.3193016,-80.0500412
8675163,2069700,"SOUTH MAYO RIVER NEAR NETTLERIDGE, VA",85.5,36.5709724,-80.1294937
8675313,2068500,"DAN RIVER NEAR FRANCISCO, NC",129,36.5149994,-80.3030548
9223419,2121500,"ABBOTTS CREEK AT LEXINGTON, NC",174,35.8069458,-80.234726
9252852,2116500,"YADKIN RIVER AT YADKIN COLLEGE, NC",2280,35.8566666,-80.3869476
9249606,2115360,"YADKIN RIVER AT ENON, NC",1694,36.1316681,-80.4438858
9246384,2114450,"LITTLE YADKIN RIVER AT DALTON, NC",42.7999992,36.2991676,-80.4147186
9245516,2113850,"ARARAT RIVER AT ARARAT, NC",231,36.4044456,-80.5616684
9236229,2120780,"SECOND CREEK NEAR BARBER, NC",118,35.7176094,-80.596077
9233605,2118500,"HUNTING CREEK NEAR HARMONY, NC",155,36.0005569,-80.7455521
9235493,2118000,"SOUTH YADKIN RIVER NEAR MOCKSVILLE, NC",306,35.8450012,-80.6588898
9249426,2112250,"YADKIN RIVER AT ELKIN, NC",866,36.2404213,-80.8491592
6886804,3165000,"CHESTNUT CREEK AT GALAX, VA",39.4000015,36.6459618,-80.9192429
6887572,3164000,"NEW RIVER NEAR GALAX, VA",1141,36.6473503,-80.9789658
9250904,2112000,"YADKIN RIVER AT WILKESBORO, NC",504,36.1525002,-81.1455536
9250814,2111500,"REDDIES RIVER AT NORTH WILKESBORO, NC",89.1999969,36.1749992,-81.1688919
9251670,211139110,"YADKIN RIVER BL W KERR SCOTT DAM NEAR BUCK, NC",367,36.1361122,-81.2233353
9753760,2142000,"LOWER LITTLE RIVER NR ALL HEALING SPRINGS, NC",28.2000008,35.9455566,-81.2369461
9251726,2111180,"ELK CREEK AT ELKVILLE, NC",50.9000015,36.0713882,-81.4030533
9745122,2143000,"HENRY FORK NEAR HENRY RIVER, NC",83.1999969,35.6844444,-81.4033356
6892192,3161000,"SOUTH FORK NEW RIVER NEAR JEFFERSON, NC",205,36.3933334,-81.4069443
9253266,2111000,"YADKIN RIVER AT PATTERSON, NC",28.7999992,35.9908333,-81.5583344
9752476,2140991,"JOHNS RIVER AT ARNEYS STORE, NC",201,35.8336105,-81.7119446
9752982,2138520,"CATAWBA R AT SR1223 BL LK JAMES NR BRIDGEWATER, NC",386.2609863,35.7403603,-81.8346634
19743430,3479000,"WATAUGA RIVER NEAR SUGAR GROVE, NC",92.0999985,36.2391663,-81.8222198
9753828,2138500,"LINVILLE RIVER NEAR NEBO, NC",66.6999969,35.7947235,-81.8899994
19752425,3473000,"S F HOLSTON RIVER NEAR DAMASCUS, VA",303,36.651783,-81.8440094
9754776,2137727,"CATAWBA R NR PLEASANT GARDENS, NC",126,35.685833,-82.0602798
19752763,3478400,"BEAVER CREEK AT BRISTOL, VA",26.8999996,36.6317749,-82.1337433
22160778,344894205,"NORTH FORK SWANNANOA RIVER NEAR WALKERTOWN, NC",14.5,35.6833344,-82.3330536
19490270,3463300,"SOUTH TOE RIVER NEAR CELO, NC",43.2999992,35.8313904,-82.184166
22161670,3450000,"BEETREE CREEK NEAR SWANNANOA, NC",5.46,35.6530571,-82.4052811
19487554,3465500,"NOLICHUCKY RIVER AT EMBREEVILLE, TN",805,36.1764946,-82.4573669
19763234,3490000,"N F HOLSTON RIVER NEAR GATE CITY, VA",671,36.6087112,-82.5679321
22161966,3453500,"FRENCH BROAD RIVER AT MARSHALL, NC",1332,35.7863884,-82.6608353
22161598,3453000,"IVY RIVER NEAR MARSHALL, NC",158,35.769722,-82.6208344
